Scaler,Model,Metric,Mean,Std
Quantile,NB,f1,0.87329328464877,0.001976325336412993
Quantile,NB,precision,0.881495279546213,0.0032142975402747525
Quantile,NB,recall,0.8652690011863662,0.004563443784466737
Quantile,NB,roc_auc,0.9230207267333492,0.0017473134964285828
Quantile,NB,matthews_corrcoef,0.655865885823718,0.0048634039389263885
Quantile,KNN,accuracy,0.9222708333333334,0.002484675252645911
Quantile,KNN,f1,0.9404994563656537,0.0018887481972196436
Quantile,KNN,precision,0.9191482902092949,0.0025644984981988794
Quantile,KNN,recall,0.9628721683840095,0.0024309804583227865
Quantile,KNN,roc_auc,0.9723499522665104,0.001225455364623493
Quantile,KNN,matthews_corrcoef,0.8304868920308695,0.005486113065362512
Quantile,LinearSVC,accuracy,0.8531458333333333,0.0019132669123198237
Quantile,LinearSVC,f1,0.886298115841391,0.001393539578791838
Quantile,LinearSVC,precision,0.8757554848601726,0.002680436265494742
Quantile,LinearSVC,recall,0.8971067436249482,0.002109592080436302
Quantile,LinearSVC,roc_auc,0.9341855199283978,0.0011608182942743832
Quantile,LinearSVC,matthews_corrcoef,0.6794920250814848,0.004369792095660038
Quantile,SVM,accuracy,0.9705625000000001,0.0017598926734952128
Quantile,SVM,f1,0.9769829558742558,0.0013511391279220884
Quantile,SVM,precision,0.9748195293723777,0.003183495193618657
Quantile,SVM,recall,0.9791667550887109,0.0019923699510725236
Quantile,SVM,roc_auc,0.9965900980132165,0.00036548971216595195
Quantile,SVM,matthews_corrcoef,0.9361953491311293,0.003869428612562354
Quantile,AdaBoost,accuracy,0.8875624999999999,0.007039878964395153
Quantile,AdaBoost,f1,0.9128026047079606,0.005773642264053663
Quantile,AdaBoost,precision,0.9031834080160278,0.00394388420632278
Quantile,AdaBoost,recall,0.922675007664725,0.009746743103313627
Quantile,AdaBoost,roc_auc,0.9575827023519174,0.004560711191076148
Quantile,AdaBoost,matthews_corrcoef,0.7550248681356346,0.014947599858804443
Quantile,RF,accuracy,0.9600416666666668,0.0023372363190553
Quantile,RF,f1,0.9689778248456982,0.001824550206161502
Quantile,RF,precision,0.9599755912654844,0.0019958626876974144
Quantile,RF,recall,0.9781543289033445,0.0025306973739979244
Quantile,RF,roc_auc,0.9941563752461946,0.0004345734691404496
Quantile,RF,matthews_corrcoef,0.9131902483289809,0.005102844471577937
Quantile,GB,accuracy,0.9225625000000001,0.003957565715043647
Quantile,GB,f1,0.9402773293232667,0.003112149169159076
Quantile,GB,precision,0.9255226847159836,0.0032163837078435058
Quantile,GB,recall,0.9555249843373013,0.00482275250510954
Quantile,GB,roc_auc,0.9810730961468842,0.0008111968983146467
Quantile,GB,matthews_corrcoef,0.8311458253886558,0.008654613984421522
Quantile,XGB,accuracy,0.9858541666666667,0.0012419882133990771
Quantile,XGB,f1,0.9889450058132958,0.0009676462343994323
Quantile,XGB,precision,0.9862006937943816,0.001386066648523601
Quantile,XGB,recall,0.9917058985057119,0.0010895542520884028
Quantile,XGB,roc_auc,0.9990237210314019,6.829381455052854e-05
Quantile,XGB,matthews_corrcoef,0.9693410142207666,0.0026954636737271435
Quantile,LGBM,accuracy,0.9671041666666668,0.0010404159157653009
Quantile,LGBM,f1,0.9743828739284653,0.0008174455003980227
Quantile,LGBM,precision,0.9682411133824094,0.0006786967222629476
Quantile,LGBM,recall,0.9806034151348324,0.0011146452247448718
Quantile,LGBM,roc_auc,0.9961102904934126,0.00019182818302159317
Quantile,LGBM,matthews_corrcoef,0.9285820184636211,0.0022587681166079117
Quantile,CB,accuracy,0.9879583333333333,0.0007412686197773723
Quantile,CB,f1,0.9905897209856421,0.0005787123327484839
Quantile,CB,precision,0.9877920349335556,0.0008014152240232108
Quantile,CB,recall,0.993403873685333,0.0007698862057550867
Quantile,CB,roc_auc,0.9992572465575493,0.0001456629357130153
Quantile,CB,matthews_corrcoef,0.9739053760552545,0.001609112287248968
Quantile,SGD,accuracy,0.8498333333333333,0.0016894279110594575
Quantile,SGD,f1,0.8844892281185306,0.001824669583257494
Quantile,SGD,precision,0.8684248365480738,0.003590514066343037
Quantile,SGD,recall,0.9012208640477745,0.006927016453969775
Quantile,SGD,roc_auc,0.9302511742819046,0.0009099836081059099
Quantile,SGD,matthews_corrcoef,0.6711951707291774,0.0031185787476475735
